Company,Funding Round,Amount,Date,RupeesAmount,dollarAmt
Toddle,Seed,—,"Apr 18, 2021",0,0
Tingo,Seed,—,"Jan 31, 2022",0,0
TyrePlex,Series A,—,"Jun 3, 2022",0,0
Powerplay,Seed,—,"Dec 1, 2020",0,0
SquadStack,Seed,—,"May 10, 2015",0,0
Rein Games,Seed,—,"Dec 19, 2018",0,0
Stamurai,Seed,—,"Jun 28, 2021",0,0
XFlow,Seed,—,"Jul 1, 2021",0,0
Remedo Healthcare,Seed,—,"Feb 15, 2022",0,0
Shuru,Seed,—,"Nov 8, 2021",0,0
RapidBox,Seed,—,"Mar 3, 2020",0,0
Shadowfax,Seed,—,"Jun 14, 2015",0,0
Wobot Intelligence,Seed,—,"Apr 19, 2019",0,0
The Bread Company,Seed,—,"Mar 8, 2019",0,0
Workduck,Seed,—,"Jun 18, 2021",0,0
NeoLiv,Venture - Series Unknown,—,"Jun 30, 2023",0,0
Veritas Finance,Series C,"₹600,000,000","Oct 1, 2018",600000000,7200000
Trinkerr,Pre-Seed,—,"Mar 10, 2021",0,0
Ripik.AI,Seed,—,"May 15, 2022",0,0
FlexiLoans,Series B,"$28,000,000","Jun 7, 2022",2100000000,25200000
Saarthi.ai,Non-equity Assistance,—,"Aug 20, 2019",0,0
Infinity Assurance Solutions,Pre-Seed,—,"Mar 16, 2013",0,0
RetailWorks,Seed,—,"Aug 20, 2015",0,0
E2E Networks,Pre-Seed,—,"Mar 20, 2020",0,0
GoCoop,Pre-Seed,—,"Mar 3, 2014",0,0
Cheq Money,Pre-Seed,"$550,000","Feb 2, 2022",41250000,495000
Shuru,Seed,"$1,000,000","Jun 21, 2022",75000000,900000
Adani Electricity,Private Equity,—,"Jan 1, 2020",0,0
Stan,Seed,—,"Feb 9, 2023",0,0
upsurge,Seed,—,"Jun 6, 2022",0,0
Mimblu,Pre-Seed,—,"Mar 3, 2022",0,0
Artfine Advisory,Seed,"$250,000","Jan 20, 2023",18750000,225000
Hireavilla,Venture - Series Unknown,—,"Jan 1, 2019",0,0
PropertyPistol,Series A,"$5,500,000","May 5, 2023",412500000,4950000
Sapphire Foods,Secondary Market,"₹4,172,900,000","Jun 27, 2023",4172900000,50074800
The biohacker,Funding Round,—,"Jul 11, 2023",0,0
Full Stack Lawyer LLP,Pre-Seed,"$250,000","Jun 11, 2022",18750000,225000
Eigenlytics,Seed,"$250,000","Jul 27, 2022",18750000,225000
Intelimek Systems,Pre-Seed,"$250,000","Jan 25, 2023",18750000,225000
Cleardekho,Seed,"₹300,000,000","Oct 20, 2021",300000000,3600000
AllFive,Seed,"$250,000","Jul 30, 2022",18750000,225000
Xpertifi,Seed,"$250,000","Jul 8, 2022",18750000,225000
Watchyourhealth.com,Seed,"₹185,000,000","Jun 28, 2023",185000000,2220000
PayCrunch,Pre-Seed,"$250,000","Dec 9, 2022",18750000,225000
Indus Towers,Private Equity,—,"Jan 1, 2017",0,0
Flurn,Seed,—,"Jan 1, 2021",0,0
Mowito,Seed,"$250,000","May 17, 2022",18750000,225000
Jnana Marga Technologies,Seed,"$250,000","Mar 9, 2022",18750000,225000
eHealthFlex,Pre-Seed,"$250,000","May 6, 2022",18750000,225000
Happy60plus Pvt Ltd,Pre-Seed,"$250,000","Nov 5, 2021",18750000,225000
Maddy,Pre-Seed,"$250,000","Mar 21, 2022",18750000,225000
Anur Cloud Technologies,Seed,—,"Jul 3, 2022",0,0
Zypp Electric,Angel,—,"Oct 1, 2022",0,0
RaiseToPi,Pre-Seed,"$250,000","Apr 27, 2022",18750000,225000
CampusDunia,Pre-Seed,"$250,000","Nov 25, 2021",18750000,225000
Easy to Pitch,Seed,—,"Jan 1, 2023",0,0
Colandian,Pre-Seed,"$250,000","Nov 22, 2021",18750000,225000
HnH Salad Bar and Cafe,Seed,—,"Aug 1, 2022",0,0
WitBlox,Seed,"$250,000","Jan 1, 2022",18750000,225000
WHIDE,Seed,"$250,000","Nov 1, 2021",18750000,225000
Sepio Solutions,Pre-Seed,"$250,000","Dec 1, 2021",18750000,225000
KhetiPoint,Pre-Seed,"$250,000","Nov 1, 2021",18750000,225000
Coding and More,Pre-Seed,"$250,000","Dec 8, 2021",18750000,225000
Tiesta,Seed,"$250,000","Dec 6, 2021",18750000,225000
Happy Soul,Seed,—,"Apr 5, 2022",0,0
ProcessIT Global Private Limited,Seed,"$250,000","Feb 16, 2022",18750000,225000
myLearn,Pre-Seed,"$250,000","Nov 1, 2021",18750000,225000
SSK EMart,Pre-Seed,"$250,000","Dec 20, 2021",18750000,225000
CredR,Seed,—,"Jun 30, 2015",0,0
SanKash,Seed,"$250,000","Sep 1, 2021",18750000,225000
NIFLR,Series A,"$250,000","Jul 12, 2021",18750000,225000
One Young India,Pre-Seed,"$250,000","Oct 1, 2021",18750000,225000
Yuva Pay,Seed,—,"Jul 1, 2023",0,0
Webi7 Digital Media,Pre-Seed,"$250,000","Oct 4, 2021",18750000,225000
DealShare,Series A,—,"Sep 28, 2019",0,0
Verimployee,Pre-Seed,"$250,000","Nov 1, 2021",18750000,225000
Mool,Pre-Seed,"$250,000","Sep 30, 2021",18750000,225000
Tyke,Seed,—,"Jan 1, 2023",0,0
YourPhysio,Seed,—,"Dec 30, 2020",0,0
KonfHub,Seed,"$250,000","Dec 15, 2021",18750000,225000
Hike,Series D,—,"Aug 3, 2021",0,0
InstaSell,Seed,—,"Feb 2, 2022",0,0
indiagold,Seed,—,"Apr 14, 2020",0,0
Rannkly,Seed,"₹1,250,000","Jun 24, 2023",1250000,15000
GIVA,Seed,—,"Dec 24, 2019",0,0
Lavelle Networks,Corporate Round,—,"Jul 12, 2023",0,0
Crypso,Seed,—,"Nov 30, 2021",0,0
Lalo Retail Ventures,Pre-Seed,"$250,000","Oct 8, 2021",18750000,225000
Wundrsight Healthcare,Pre-Seed,—,"Mar 1, 2023",0,0
Fruitoholic,Pre-Seed,"₹80,000,000","Apr 1, 2021",80000000,960000
HETCASH,Series A,"$2,000,000","Jul 5, 2023",150000000,1800000
Fruitoholic,Seed,"₹105,000,000","Jun 30, 2023",105000000,1260000
Samosa Party Foods,Series A,—,"Nov 3, 2022",0,0
Vegh Automobiles,Seed,"₹409,000,000","Jul 4, 2023",409000000,4908000
Travel Buddy,Pre-Seed,"$250,000","Feb 22, 2021",18750000,225000
Circle of Life Healthcare,Seed,"$250,000","Jul 23, 2021",18750000,225000
Millet Express,Corporate Round,—,"May 1, 2023",0,0
OMG LABS,Seed,"$250,000","Feb 21, 2022",18750000,225000
Otipy,Seed,"$1,000,000","Aug 24, 2020",75000000,900000
Hitwicket,Angel,"$300,000","Nov 12, 2015",22500000,270000
NUOS,Pre-Seed,"$250,000","Apr 30, 2021",18750000,225000
Health Basix,Seed,—,"Jun 5, 2023",0,0
Epocare,Pre-Seed,"$250,000","Sep 1, 2021",18750000,225000
PYT,Pre-Seed,"$250,000","Oct 30, 2021",18750000,225000
Vehiclecare,Seed,—,"Jul 11, 2023",0,0
Gemini Equipment And Rentals,Private Equity,—,"Jun 14, 2018",0,0
AVANI,Pre-Seed,—,"Mar 23, 2022",0,0
Cannarma,Seed,—,"Jun 1, 2023",0,0
Raksha Health,Seed,—,"Jul 1, 2019",0,0
Mylab Discovery Solutions,Corporate Round,"₹1,060,000,000","Jun 24, 2023",1060000000,12720000
EthosX,Seed,—,"Oct 19, 2022",0,0
200 Million Artisans,Pre-Seed,—,"Oct 20, 2020",0,0
HomeLane,Convertible Note,"₹750,000,000","Jun 15, 2023",750000000,9000000
WareIQ,Seed,—,"Aug 1, 2022",0,0
Urban Matrix,Seed,—,"Jan 1, 2019",0,0
ZOKO,Seed,—,"Jul 1, 2022",0,0
Avendus Future Leaders,Private Equity,—,"Jan 1, 2016",0,0
Zingbus,Seed,—,"Jan 1, 2022",0,0
Chhotastock,Seed,—,"Jan 1, 2023",0,0
Omnivio,Seed,—,"Jan 1, 2021",0,0
Arka Aerospace,Venture - Series Unknown,—,"Jan 1, 2019",0,0
Metalbook,Seed,"$5,000,000","Aug 29, 2022",375000000,4500000
BetterPlace,Series C,"$24,000,000","Sep 13, 2021",1800000000,21600000
AssetPlus,Seed,—,"Jan 1, 2016",0,0
Entitled Solutions,Seed,—,"Jan 1, 2019",0,0
UrbanKisaan,Seed,"$1,500,000","Mar 16, 2020",112500000,1350000
Vahan,Seed,—,"Oct 7, 2019",0,0
Polygenta Technologies,Post-IPO Debt,"₹150,000,000","Jul 21, 2014",150000000,1800000
Polygenta Technologies,Post-IPO Equity,"₹70,000,000","Jul 21, 2014",70000000,840000
Maya Labs,Seed,—,"Jul 1, 2022",0,0
Wizely,Seed,"$1,500,000","Dec 30, 2017",112500000,1350000
Mera Gaon,Seed,—,"Apr 1, 2023",0,0
BALWAAN Agri,Seed,"$2,000,000","May 30, 2023",150000000,1800000
Leaf Fintech,Seed,—,"Jan 1, 2017",0,0
Octexworld Group Of Companies,Private Equity,"₹200,000","Apr 1, 2023",200000,2400
Vahak,Series A,"$13,000,000","Jun 20, 2022",975000000,11700000
LikeMinds,Seed,—,"Jan 1, 2020",0,0
91Squarefeet,Pre-Seed,"$1,000,000","Jan 7, 2022",75000000,900000
COGOS Technologies,Debt Financing,"₹100,000,000","Feb 21, 2023",100000000,1200000
LaundryMate,Seed,"₹500,000,000","May 29, 2023",500000000,6000000
BIK,Venture - Series Unknown,—,"Apr 1, 2022",0,0
Eunimart,Seed,"$700,000","Apr 2, 2021",52500000,630000
ZeonAI Labs,Seed,"$100,000","Jun 1, 2023",7500000,90000
Questbook,Series A,"$8,300,000","May 18, 2022",622500000,7470000
Vahan,Series A,"$8,000,000","Sep 15, 2021",600000000,7200000
ZuAI,Seed,"₹40,000,000","Jul 5, 2023",40000000,480000
Agraga,Series A,"₹700,000,000","May 16, 2023",700000000,8400000
Kazam,Non-equity Assistance,—,"Jun 20, 2023",0,0
Dental Dost,Non-equity Assistance,—,"Jul 4, 2023",0,0
Kheyti,Venture - Series Unknown,—,"Aug 24, 2020",0,0
Hike,Venture - Series Unknown,"$14,000,000","Mar 31, 2014",1050000000,12600000
Statiq,Seed,"$2,300,000","Nov 7, 2020",172500000,2070000
Captiv Techno Solutions,Seed,"$500,000","Aug 26, 2022",37500000,450000
Coforge,Post-IPO Equity,"$381,000,000","Apr 6, 2019",28575000000,342900000
Polynomial,Seed,—,"May 11, 2023",0,0
Tydy,Seed,"$400,000","Dec 1, 2021",30000000,360000
Kreo,Seed,"₹65,000,000","May 23, 2023",65000000,780000
Furlenco,Series C,—,"Sep 17, 2018",0,0
Vinculum Group,Debt Financing,—,"Jul 25, 2023",0,0
Rocketium,Seed,"$700,000","May 27, 2019",52500000,630000
Mugafi,Pre-Seed,"$50,000","Aug 8, 2020",3750000,45000
Bridge Healthcare,Seed,—,"Jun 13, 2023",0,0
Ztop IOT Solutions,Seed,—,"Jun 13, 2023",0,0
AIQ Connect,Seed,—,"Jun 13, 2023",0,0
Fontierz,Seed,—,"Jun 13, 2023",0,0
The Established,Venture - Series Unknown,—,"Jul 24, 2023",0,0
Dealmoney,Venture - Series Unknown,—,"Jan 1, 2009",0,0
Drools,Venture - Series Unknown,"₹4,900,000,000","Jun 20, 2023",4900000000,58800000
Berry Avionics,Seed,—,"Jun 13, 2023",0,0
Quicko Media,Pre-Seed,"$2,000","Aug 13, 2022",150000,1800
Recyclebaba,Seed,—,"Jun 13, 2023",0,0
Origo Commodities,Venture - Series Unknown,"$11,000,000","Oct 1, 2018",825000000,9900000
Machenn,Seed,—,"Jun 13, 2023",0,0
Koo App,Seed,—,"Mar 1, 2020",0,0
Sattviko,Seed,"₹20,000,000","Feb 25, 2015",20000000,240000
LogiPe,Pre-Seed,—,"Jan 1, 2021",0,0
Cloudworx,Seed,"$60,000","Oct 13, 2022",4500000,54000
CORR ROBOTICS,Seed,—,"Jun 13, 2023",0,0
Euphelity,Seed,—,"Jun 13, 2023",0,0
Tumpudi Automotive,Seed,—,"Jun 13, 2023",0,0
Aaiena,Seed,—,"Jun 13, 2023",0,0
SparkLiv Innovation,Seed,—,"Jun 13, 2023",0,0
GrowPro,Seed,—,"Jun 13, 2023",0,0
Sahy electric,Seed,—,"Jun 13, 2023",0,0
Gau Rakshak,Seed,—,"Jun 13, 2023",0,0
VR Green,Seed,—,"Jun 13, 2023",0,0
Airbots Aerospace,Seed,—,"Jun 13, 2023",0,0
Eco365,Seed,—,"Jun 13, 2023",0,0
Upcycleluxe,Seed,—,"Jun 13, 2023",0,0
JetsonsRobotics,Seed,—,"Jun 13, 2023",0,0
Bluegreens,Seed,—,"Jun 13, 2023",0,0
Dailygurus,Seed,—,"Jun 13, 2023",0,0
Adhyay,Seed,—,"Jun 13, 2023",0,0
PedalX,Seed,—,"Jun 13, 2023",0,0
Educlouds,Seed,—,"Jun 13, 2023",0,0
Humanli.Ai,Seed,—,"Jun 13, 2023",0,0
Raytom Medical Systems,Seed,—,"Jun 13, 2023",0,0
Airtribe,Pre-Seed,—,"May 1, 2021",0,0
Larkai Healthcare,Seed,—,"Jan 1, 2021",0,0
Neuphony,Seed,—,"Jun 20, 2023",0,0
Arohan Financial,Venture - Series Unknown,"₹2,000,000,000","Jul 3, 2023",2000000000,24000000
Sri Kannapiran Mills,Debt Financing,"₹200,000,000","Jul 4, 2023",200000000,2400000
Respct,Pre-Seed,—,"Jun 30, 2022",0,0
Varashakti Housing Finance,Series A,"₹350,000,000","Jul 24, 2023",350000000,4200000
Haqdarshak,Seed,—,"Apr 25, 2023",0,0
Starya,Seed,"$2,000,000","Jun 19, 2023",150000000,1800000
Capital Small Finance Bank,Corporate Round,"₹495,000,000","Jun 19, 2023",495000000,5940000
Better Opinions,Seed,"₹200,000,000","Jul 22, 2022",200000000,2400000
Pura Organic Agro Tech,Grant,"$225,250","Aug 6, 2021",16893750,202725
Federal Bank,Post-IPO Equity,"₹9,590,000,000","Jul 21, 2023",9590000000,115080000
Akudo,Seed,"₹310,000,000","Sep 27, 2021",310000000,3720000
Respct,Pre-Seed,—,"Sep 9, 2022",0,0
Alpha5,Seed,—,"Apr 1, 2020",0,0
Roots Ventures,Seed,—,"Dec 10, 2019",0,0
Memory,Seed,"$700,000","Jun 9, 2023",52500000,630000
MyHealthcare,Series A,—,"Nov 6, 2019",0,0
Skylark Drones,Pre-Seed,—,"Jul 3, 2023",0,0
Mannjal,Pre-Seed,—,"Jan 1, 2023",0,0
Relume ipsum,Seed,"$550,000","Apr 29, 2023",41250000,495000
Oceanaire Yachting,Seed,—,"Apr 22, 2019",0,0
Henshu.ai,Seed,"$600,000","Jul 8, 2023",45000000,540000
Anny AI,Seed,"$450,000","Apr 24, 2023",33750000,405000
Goodmeetings,Seed,"₹120,000,000","Aug 6, 2021",120000000,1440000
Red Otter Farms,Seed,—,"Apr 5, 2019",0,0
N+1 Capital,Venture - Series Unknown,—,"May 21, 2021",0,0
Teamonk,Series A,—,"Jul 14, 2017",0,0
DB Pilot,Seed,"$500,000","Apr 19, 2021",37500000,450000
Dolomite Restaurants,Venture - Series Unknown,—,"Jan 1, 2018",0,0
Travools.com,Pre-Seed,"$12,000","Oct 30, 2022",900000,10800
GlobalBees,Series A,"$75,000,000","Jul 18, 2021",5625000000,67500000
Star Housing Finance,Post-IPO Debt,"₹100,000,000","Jul 20, 2023",100000000,1200000
Acko,Private Equity,—,"Jun 7, 2023",0,0
Kiwi,Pre-Seed,"$6,000,000","May 3, 2023",450000000,5400000
True Elements,Series A,"$1,400,000","Jan 12, 2021",105000000,1260000
Rapido,Series D,"$180,000,000","Apr 15, 2022",13500000000,162000000
Jar,Seed,"$4,500,000","Aug 31, 2021",337500000,4050000
VVFit Solutions,Pre-Seed,"$37,573","Feb 3, 2020",2817975,33815.7
BluSmart Mobility,Debt Financing,"$5,000,000","May 4, 2023",375000000,4500000
Spandana Sphoorty Financial Limited,Private Equity,"$100,000,000","Apr 5, 2017",7500000000,90000000
Frontier Markets,Series B,—,"Oct 14, 2022",0,0
WickedGud,Seed,"₹20,000,000","Jun 7, 2023",20000000,240000
Brandscale Innovations,Corporate Round,"₹100,000,000","May 15, 2023",100000000,1200000
ReviewScout,Seed,"$500,000","Apr 1, 2023",37500000,450000
shopmateai,Seed,"$830,000","May 4, 2023",62250000,747000
voxqube,Seed,"$750,000","Feb 1, 2023",56250000,675000
Muffin Data,Pre-Seed,"$500,000","Apr 5, 2023",37500000,450000
TagZ Foods,Seed,"$2,000,000","May 11, 2023",150000000,1800000
BizzTM,Funding Round,"$3,000,000","Dec 19, 2022",225000000,2700000
Pineapple Builder,Seed,"$450,000","Jul 1, 2023",33750000,405000
New Street Technologies,Seed,—,"Mar 3, 2019",0,0
Wify,Venture - Series Unknown,"₹170,000,000","May 1, 2023",170000000,2040000
Cusmat,Series A,"$2,500,000","May 27, 2022",187500000,2250000
DRIVEU,Seed,"$4,000,000","Nov 1, 2015",300000000,3600000
GoCoop,Funding Round,—,"Dec 16, 2021",0,0
Blowhorn,Funding Round,—,"Dec 1, 2015",0,0
waibsites,Seed,"$560,000","May 1, 2023",42000000,504000
brandbird,Seed,"$500,000","Apr 1, 2023",37500000,450000
Gigforce,Funding Round,—,"Jul 1, 2020",0,0
Gigforce,Funding Round,—,"Sep 28, 2021",0,0
New Street Technologies,Series A,"$2,000,000","Mar 27, 2021",150000000,1800000
Hippocampus Learning Centres,Funding Round,—,"Dec 16, 2021",0,0
XFlow,Seed,"$6,000,000","Oct 1, 2021",450000000,5400000
Suport Ai,Seed,"$500,000","Jul 1, 2023",37500000,450000
Cuemath,Seed,"$162,000","Dec 1, 2014",12150000,145800
goevolv,Seed,"$650,000","Feb 1, 2023",48750000,585000
Eduvanz,Funding Round,"$1,000,000","Jan 6, 2021",75000000,900000
Satya MicroCapital,Debt Financing,"$35,000,000","Jun 15, 2023",2625000000,31500000
Patanjali Foods,Post-IPO Equity,"₹23,730,000,000","Jul 17, 2023",23730000000,284760000
OneCard,Venture - Series Unknown,—,"Jan 1, 2022",0,0
Adventum Student Living,Venture - Series Unknown,"$5,000,000","Apr 24, 2023",375000000,4500000
GramVaani,Venture - Series Unknown,—,"Jun 21, 2023",0,0
Capital Setu,Seed,"₹28,000,000","May 17, 2023",28000000,336000
Idfc First Bank,Post-IPO Debt,"₹15,000,000,000","Jun 27, 2023",15000000000,180000000
Aadvik Foods,Debt Financing,"₹45,000,000","Mar 1, 2023",45000000,540000
Heltar,Pre-Seed,"$40,000","Jun 6, 2023",3000000,36000
IndiGG,Seed,"$6,000,000","Jan 19, 2022",450000000,5400000
Game Theory,Seed,"$350,000","Nov 1, 2020",26250000,315000
Vikas Ecotech,Post-IPO Equity,"₹500,000,000","Jun 12, 2023",500000000,6000000
Corrit Electric,Series A,"₹720,000,000","Nov 16, 2022",720000000,8640000
Supertails,Series A,"$10,000,000","Nov 9, 2022",750000000,9000000
Varthana,Series B,"₹930,000,000","Apr 13, 2016",930000000,11160000
Aura Semiconductor,Series A,—,"Oct 25, 2016",0,0
MoHash,Seed,—,"Sep 30, 2022",0,0
M2P Fintech,Series C,"$56,000,000","Jan 19, 2022",4200000000,50400000
Dart Innovations,Seed,—,"Apr 5, 2023",0,0
Satyukt,Seed,"₹100,000,000","Jun 13, 2023",100000000,1200000
Pura Organic Agro Tech,Debt Financing,—,"Jul 7, 2021",0,0
Zypp Electric,Seed,"$2,000,000","Nov 14, 2019",150000000,1800000
KalaGato,Seed,—,"Dec 15, 2021",0,0
Razorpay,Venture - Series Unknown,—,"Sep 20, 2021",0,0
FirstCry,Series E,"$149,360,000","Jan 22, 2019",11202000000,134424000
Swarna Pragati Housing Microfinance,Series B,—,"Dec 22, 2015",0,0
Awign,Series A,"$2,800,000","Sep 1, 2018",210000000,2520000
BharatAgri,Funding Round,—,"Dec 1, 2022",0,0
Shoptimize India,Venture - Series Unknown,"$3,223,072","Apr 3, 2020",241730400,2900764.8
BYJU'S,Series F,"$460,000,000","Mar 29, 2021",34500000000,414000000
Carbon Continuum,Non-equity Assistance,—,"Jan 1, 2015",0,0
Smartstaff,Debt Financing,—,"Jul 4, 2023",0,0
Ustraa,Venture - Series Unknown,"₹168,000,000","Sep 21, 2022",168000000,2016000
Clensta,Debt Financing,—,"Jul 10, 2023",0,0
Ripplr,Series B,"$28,000,000","May 10, 2023",2100000000,25200000
Awign,Series A,"$3,800,000","Aug 20, 2021",285000000,3420000
WorldHaus,Seed,—,"Nov 1, 2012",0,0
Arjun Kilachand,Angel,—,"Nov 8, 2022",0,0
AddressHealth,Series A,"$1,500,000","May 25, 2016",112500000,1350000
Coding Invaders,Pre-Seed,"$250,000","Jul 8, 2023",18750000,225000
Junio,Seed,—,"Apr 5, 2021",0,0
Suryadesh Energy,Venture - Series Unknown,—,"Jan 1, 2019",0,0
XYXX Apparels,Series C,"₹1,100,000,000","May 15, 2023",1100000000,13200000
AASAN Consultancy,Private Equity,"₹195,000,000","Oct 19, 2021",195000000,2340000
French Crown,Corporate Round,"₹66,000,000","Jun 22, 2023",66000000,792000
Cyber Warfare,Seed,—,"Jun 2, 2023",0,0
Aspire,Seed,—,"Aug 20, 2022",0,0
Happyeasygo,Series C,—,"May 24, 2022",0,0
Audionotes,Seed,"$670,000","Mar 1, 2023",50250000,603000
lndr,Seed,"$400,000","May 1, 2023",30000000,360000
paperclips,Seed,"$500,000","Sep 1, 2022",37500000,450000
Metasuggest,Non-equity Assistance,—,"Oct 10, 2022",0,0
Armur Ai,Venture - Series Unknown,—,"Jul 10, 2023",0,0
Urban Company,Seed,"$1,600,000","Apr 16, 2015",120000000,1440000
Graviton Web3 Accelerator,Venture - Series Unknown,—,"Jan 31, 2023",0,0
InMobi,Venture - Series Unknown,"$5,000,000","Dec 2, 2014",375000000,4500000
White Cub,Seed,—,"Jan 1, 2014",0,0
Khatabook,Series B,"$60,000,000","May 20, 2020",4500000000,54000000
Indjets Private Limited (India),Series A,"$1,000,000","Sep 2, 2016",75000000,900000
Utsav,Seed,"₹20,000,000","Jun 21, 2023",20000000,240000
Aqgromalin,Seed,"₹55,000,000","Jul 15, 2021",55000000,660000
GramVaani,Seed,"$500,000","Jul 10, 2013",37500000,450000
Nira,Seed,"$1,000,000","Oct 29, 2018",75000000,900000
Flam,Seed,"$3,588,757","Jul 1, 2021",269156775,3229881.3
CloudFiles,Convertible Note,"$350,000","Jan 6, 2023",26250000,315000
AmpIn Energy Transition (Formerly Amp Energy India),Venture - Series Unknown,"$50,000,000","Oct 17, 2019",3750000000,45000000
Hindustan Autonomous Fuel Initiative for Zero-Emission,Convertible Note,—,"Dec 2, 2022",0,0
AmpIn Energy Transition (Formerly Amp Energy India),Funding Round,"$35,000,000","Jun 9, 2017",2625000000,31500000
AmpIn Energy Transition (Formerly Amp Energy India),Funding Round,"$25,000,000","Jun 7, 2016",1875000000,22500000
Knowl,Seed,"$1,000,000","Mar 7, 2023",75000000,900000
Thriwe,Venture - Series Unknown,—,"Jun 19, 2023",0,0
Leverage Edu,Debt Financing,"$15,000,000","Jul 3, 2023",1125000000,13500000
Ace Turtle,Series B,"$34,000,000","May 2, 2023",2550000000,30600000
Cleardekho,Series A,"$5,000,000","Oct 12, 2022",375000000,4500000
RipenHQ,Pre-Seed,"$525,000","Aug 1, 2022",39375000,472500
Studio Sirah,Seed,"₹210,000,000","Jan 25, 2023",210000000,2520000
Algorithmic Biologics,Non-equity Assistance,—,"Jul 4, 2023",0,0
Qoruz,Non-equity Assistance,—,"Jul 4, 2023",0,0
Solar Ladder,Seed,"₹110,000,000","May 3, 2023",110000000,1320000
RevFin,Debt Financing,"$5,000,000","Jun 9, 2023",375000000,4500000
KarmaLifeAI,Non-equity Assistance,—,"Jul 4, 2023",0,0
Stelis Biopharma,Series B,"$70,000,000","Mar 19, 2021",5250000000,63000000
Trainman,Non-equity Assistance,—,"Jul 4, 2023",0,0
Blend,Non-equity Assistance,—,"Jul 4, 2023",0,0
Namaste Business,Non-equity Assistance,—,"Jul 4, 2023",0,0
Rooter,Non-equity Assistance,—,"Jul 4, 2023",0,0
AyuRythm,Non-equity Assistance,—,"Jul 4, 2023",0,0
Knorish,Non-equity Assistance,—,"Jul 4, 2023",0,0
Expertia.AI,Non-equity Assistance,—,"Jul 4, 2023",0,0
Swasthya AI,Non-equity Assistance,—,"Jul 4, 2023",0,0
Cartel & Bros,Angel,—,"Jun 20, 2023",0,0
Limechat,Non-equity Assistance,—,"Jul 4, 2023",0,0
Neodocs,Non-equity Assistance,—,"Jul 4, 2023",0,0
Vitra.ai,Non-equity Assistance,—,"Jul 4, 2023",0,0
Cloudphysician,Non-equity Assistance,—,"Jul 4, 2023",0,0
